Store Link,Address,Formatted Address,Place ID,Street Number,Route,City (Locality),Administrative Area Level 3,Administrative Area Level 2,Administrative Area Level 1,Country,Country Code,Postal Code,Latitude,Longitude,Shop ID
https://www.conad.it/ricerca-negozi/conad-via-antonio-gramsci-45-89020-melicucco--010650,conad via antonio gramsci 45 89020 melicucco  010650,"Via Antonio Gramsci, 45, 89020 Melicucco RC, Italy",ChIJuTLeJowRFRMRV2v58a6BVVU,45,Via Antonio Gramsci,Melicucco,Melicucco,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89020.0,38.4294679,16.0637668,67cf0b6d74b04f610c63b6dd
https://www.conad.it/ricerca-negozi/conad-ss-111-snc-89013-gioia-tauro--004905,conad ss 111 snc 89013 gioia tauro  004905,"Via SS 111, 89013 Gioia Tauro RC, Italy",ChIJrXwqBxMPFRMRqokpZ1-P3Fs,,Via Strada Statale 111,Gioia Tauro,Gioia Tauro,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89013.0,38.4158195,15.9079918,67cf0b6d74b04f610c63b6e2
https://www.conad.it/ricerca-negozi/conad-contrada-primogenito-snc-89024-polistena--009177,conad contrada primogenito snc 89024 polistena  009177,"Contrada Primogenito, SNC, 89024 Polistena RC, Italy",ChIJSVVVRcwWFRMR4VCxwndO0Xk,SNC,Contrada Primogenito,Primogenito,Polistena,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89024.0,38.424998,16.067692,67cf0b6e74b04f610c63b6e7
https://www.conad.it/ricerca-negozi/conad-superstore-via-circonvallazione-snc-89024-polistena--010622,conad superstore via circonvallazione snc 89024 polistena  010622,"Circonvallazione, SNC, 89024 Polistena RC, Italy",ChIJp0XCkC0XFRMR_UtnS56YAi8,SNC,Circonvallazione,Polistena,Polistena,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89024.0,38.4021898,16.0677508,67cf0b6e74b04f610c63b6ec
https://www.conad.it/ricerca-negozi/conad-via-circonvallazione-250-89029-taurianova--009125,conad via circonvallazione 250 89029 taurianova  009125,"Via Circonvallazione Nord, 250, 89029 Taurianova RC, Italy",ChIJlyVnfuwaFRMR6rqtd5emd_k,250,Via Circonvallazione Nord,Taurianova,Taurianova,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89029.0,38.3568064,15.9996669,67cf0b6f74b04f610c63b6f1
https://www.conad.it/ricerca-negozi/conad-contrada-san-filippo-snc-89015-palmi--007468,conad contrada san filippo snc 89015 palmi  007468,"Contrada S. Filippo, SNC, 89015 Palmi RC, Italy",ChIJZwP9WPsFFRMR6GdJ3Pf8OnA,SNC,Contrada San Filippo,Palmi,Palmi,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89015.0,38.38083290000001,15.8745738,67cf0b7074b04f610c63b6f6
https://www.conad.it/ricerca-negozi/conad-superstore-contrada-crocicchia-snc-89029-taurianova--010240,conad superstore contrada crocicchia snc 89029 taurianova  010240,"CONTRADA CROCICCHIA, SNC, 89029 Taurianova RC, Italy",ChIJuWbl2GQbFRMRtlz0V7EI430,SNC,CONTRADA CROCICCHIA,,Taurianova,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89029.0,38.35923,16.02592,nan
https://www.conad.it/ricerca-negozi/conad-via-ponte-nuovo-snc-87011-cassano-allo-ionio--010105,conad via ponte nuovo snc 87011 cassano allo ionio  010105,"Via Ponte Nuovo, SNC, 87011 Cassano all'Ionio CS, Italy",ChIJBaKUli5pPxMR1cmD_njNaAM,SNC,Via Ponte Nuovo,Cassano All’Ionio,Cassano all'Ionio,Provincia di Cosenza,Calabria,Italy,IT,87011.0,39.78025,16.325672,67cf0b7174b04f610c63b6fc
https://www.conad.it/ricerca-negozi/conad-city-via-nazionale-ss-106-snc-87076-villapiana--009148,conad city via nazionale ss 106 snc 87076 villapiana  009148,"VIA NAZIONALE, S.da Statale 106 Jonica, SNC, 87076 Villapiana CS, Italy",ChIJ97Z5fgBfPxMRfef6GUvEj5E,SNC,Strada Statale 106 Jonica,Villapiana Lido,Villapiana,Provincia di Cosenza,Calabria,Italy,IT,87076.0,39.811594,16.490508,67cf0b7174b04f610c63b701
https://www.conad.it/ricerca-negozi/conad-city-via-marco-polo-snc-87011-cassano-allo-ionio--010229,conad city via marco polo snc 87011 cassano allo ionio  010229,"Via Marco Polo, SNC, 87011 Cassano all'Ionio CS, Italy",ChIJL4tHoNphPxMREg_yiphzr8o,SNC,Via Marco Polo,Sibari,Cassano all'Ionio,Provincia di Cosenza,Calabria,Italy,IT,87011.0,39.7465178,16.4524544,67cf0b7174b04f610c63b706
